id,region,filiere,ktype,sau,umo,ugb,nb_vl,surface_sfp,surface_herbe_pp,surface_herbe_pt,surface_culture
225,Bretagne,Bovins viande,Race Limousine sous Labels,23.4,0.0,106.0,0,21.4,17.9,3.5,2.0
226,Pays de la Loire,Caprins,"2 périodes de mises bas, foin de luzerne",0.0,1.1,55.1,0,0.0,0.0,0.0,0.0
227,Bretagne,Bovins lait,"bœufs laitiers, 100% pâture VL 2 mois",121.5,0.0,205.4,58,101.6,50.5,6.6,11.8
228,Normandie,Grandes cultures,"Race charolaise, 200 places",245.5,0.0,117.1,1,4.6,0.0,0.0,162.9
229,Bretagne,Autre,Engraisseur avec diversification canne,12.2,0.0,20.4,0,2.8,0.8,2.0,0.0
230,Normandie,Bovins viande,"Vêl. hiver, Broutard d'automne dominant",128.5,0.0,98.9,0,89.7,58.1,31.6,11.2
231,Bretagne,Bovins viande,"Vêl. fin d'hiver, taurillons maigres",62.6,0.5,150.5,1,56.6,40.7,7.5,6.0
232,Pays de la Loire,Caprins,"MB saison, maxi pâturage",52.8,0.0,97.2,0,23.1,5.1,18.0,3.5
233,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",38.3,1.0,77.6,0,31.4,8.7,22.7,6.9
234,Bretagne,Caprins,"Mises bas en saison, enrubannage et foin",68.2,0.0,44.5,0,38.0,15.3,22.7,8.6
235,Normandie,Grandes cultures,"Race charolaise, 200 places",151.6,0.0,124.2,2,4.1,2.1,1.2,78.0
236,Normandie,Bovins lait,"Bon potentiel agronomique, 50% SCOP",202.5,0.4,157.4,22,145.8,0.0,0.0,5.2
237,Bretagne,Bovins viande,"Vêl. étalés, Veaux de lait sous la mère",62.6,0.0,77.7,0,35.5,12.9,22.6,27.1
238,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",256.9,0.8,130.3,0,20.0,0.0,0.0,236.9
239,Normandie,Bovins lait,"Robot de traite, 35% maïs/SFP",15.1,0.6,95.7,52,8.1,8.1,0.0,7.0
240,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,59.8,0.0,152.7,1,1.2,1.2,0.0,58.6
241,Bretagne,Bovins lait,Massif jurassien,56.3,0.7,96.0,29,56.3,16.9,39.3,0.0
242,Pays de la Loire,Ovins viande,200 brebis - Petits Fruits,51.4,0.1,95.8,0,23.7,20.6,3.0,27.7
243,Normandie,Grandes cultures,"Race charolaise, 200 places",163.5,0.7,134.3,0,0.0,0.0,0.0,147.6
244,Normandie,Autre,Engraisseur avec diversification canne,11.9,0.0,18.7,0,2.7,0.5,2.2,0.0
245,Pays de la Loire,Bovins viande,"Salers croisés, Broutards alourdis",172.8,0.3,153.1,0,162.0,67.4,48.8,0.0
246,Normandie,Autre,Engraisseur avec diversification canne,11.0,0.0,15.8,1,3.5,0.3,2.9,0.0
247,Bretagne,Ovins viande,Deux périodes d'agn. Reproducteurs,67.8,0.5,68.0,0,6.7,4.2,2.6,61.1
248,Normandie,Bovins viande,Broutards mâles et génisses de boucherie,148.9,0.0,97.2,1,90.0,6.8,38.8,0.0
249,Bretagne,Grandes cultures,"Race charolaise, 200 places",121.4,0.8,119.3,0,11.7,1.8,0.9,109.7
250,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,87.4,0.0,117.8,0,7.1,0.7,0.9,80.3
251,Bretagne,Ovins viande,Deux périodes d'agn. Reproducteurs,89.9,0.0,71.0,0,1.8,1.1,0.7,0.0
252,Bretagne,Autre,Engraisseur avec diversification canne,9.4,0.2,16.8,0,2.5,0.0,2.5,0.0
253,Normandie,Ovins viande,200 brebis race bouchère - Batiment,117.9,0.0,73.7,1,39.2,16.4,22.8,78.7
254,Pays de la Loire,Autre,Engraisseur avec diversification canne,8.7,1.0,21.6,0,1.8,0.0,1.8,0.0
255,Normandie,Ovins viande,Agnelage x2 - agneaux lourds bergerie,134.7,0.0,81.8,0,5.9,0.0,5.9,0.0
256,Normandie,Bovins lait,"Roto, 45% Maïs/SFP, 140 VL",34.9,2.0,81.4,58,34.9,23.0,11.9,0.0
257,Normandie,Bovins lait,AOP - petite structure,291.4,0.0,106.1,89,20.3,16.8,3.4,18.8
258,Bretagne,Caprins,Tendre vers l'autonomie fourragère,75.6,1.3,45.7,0,50.7,9.8,26.0,0.0
259,Bretagne,Caprins,"Mises bas en saison, enrubannage et foin",0.0,0.0,31.1,0,0.0,0.0,0.0,0.0
260,Bretagne,Bovins lait,50% mais/SFP,149.5,1.5,180.2,93,66.9,42.7,13.8,82.6
261,Pays de la Loire,Caprins,"MB saison, maxi pâturage",35.6,0.3,0.0,1,7.4,0.0,7.4,28.2
262,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,142.1,0.0,135.6,0,0.0,0.0,0.0,142.1
263,Bretagne,Ovins viande,3 agn.s en 2 ans Reproducteurs ,123.0,1.3,112.1,0,41.2,16.7,0.0,28.1
264,Pays de la Loire,Autre,Engraisseur avec diversification canne,12.3,0.0,15.5,0,2.6,0.0,2.6,0.0
265,Normandie,Caprins,Une gamme lactique en circuits courts,0.0,0.0,62.7,0,0.0,0.0,0.0,0.0
266,Normandie,Bovins viande,"Vêl. hiver-print., Broutards repoussés",154.6,0.0,181.6,0,45.7,39.9,5.8,73.2
267,Normandie,Grandes cultures,"Race charolaise, 200 places",215.9,0.6,121.6,0,27.8,0.0,0.0,162.0
268,Bretagne,Bovins lait,50% Maïs/SFP,58.1,0.6,187.5,53,37.0,14.4,22.6,21.1
269,Pays de la Loire,Bovins viande,"Vêl.hiver, Broutards et femelles finies",165.2,0.2,173.9,0,134.0,59.8,8.2,0.0
270,Bretagne,Bovins lait,Herbe et betterave fourragère,141.5,0.0,207.7,31,103.0,85.8,17.1,38.6
271,Normandie,Bovins viande,"Vêl. Print., Taurillons et fem. maigres",80.1,0.0,177.7,0,45.8,37.8,7.9,0.8
272,Bretagne,Bovins lait,AOP - Zone volcanique d'altitude,235.6,0.0,73.2,63,105.3,84.5,0.0,130.3
273,Normandie,Grandes cultures,"Race charolaise, 200 places",42.5,0.0,129.3,0,4.2,0.0,0.0,38.2
274,Normandie,Ovins viande,600 brebis IDF - 3 périodes d'agnelage,93.1,0.0,96.4,0,4.4,2.2,2.1,29.0
275,Pays de la Loire,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,55.4,0.0,55.1,0,40.4,16.1,24.3,15.0
276,Normandie,Autre,Engraisseur avec diversification canne,15.0,1.2,20.0,0,2.6,0.2,2.4,0.2
277,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.1,0.6,22.3,1,2.8,0.7,2.1,0.0
278,Normandie,Ovins viande,300 brebis - Agneaux fini en bergerie,123.9,0.0,68.0,0,45.9,0.0,10.7,78.0
279,Normandie,Autre,Engraisseur avec diversification canne,10.5,0.1,19.8,1,3.8,0.4,2.9,0.1
280,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.0,0.0,21.6,0,2.6,0.9,1.7,0.0
281,Normandie,Caprins,Pastoral misant sur le distribué,35.2,0.0,22.9,1,24.0,6.8,10.9,11.3
282,Normandie,Bovins viande,"Structure moyenne mixte, piémont",84.0,0.8,135.8,0,40.7,18.2,0.0,43.2
283,Normandie,Caprins,Mises bas saison,44.0,0.9,0.0,0,19.0,9.9,9.0,25.1
284,Normandie,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,133.9,0.0,196.3,74,102.7,13.4,33.7,31.2
285,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",117.2,0.6,87.2,0,90.1,11.9,52.1,27.1
286,Bretagne,Ovins lait,"Début de traite au 01/12, enrubannage",65.0,0.0,75.9,0,54.5,2.2,52.3,10.5
287,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.6,0.0,14.0,0,3.5,1.1,2.4,0.0
288,Bretagne,Caprins,"Deux périodes de MB, foin de luzerne",1.3,0.7,0.0,0,0.4,0.0,0.4,0.9
289,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.6,0.0,15.3,0,3.6,0.0,2.4,0.1
290,Pays de la Loire,Ovins viande,Agnelage x2 - bergerie lourds + tardons,69.5,0.0,20.0,0,30.7,29.5,0.0,35.8
291,Bretagne,Ovins lait,"Début de traite au 20/02, foin",144.0,0.0,104.3,0,93.0,20.6,34.5,36.1
292,Normandie,Autre,Engraisseur avec diversification canne,11.3,0.0,14.1,0,3.0,0.7,2.3,0.8
293,Normandie,Autre,Engraisseur avec diversification canne,7.3,0.0,17.2,0,3.1,0.0,2.6,0.2
294,Bretagne,Bovins lait,100% herbe/SFP,161.4,1.1,114.4,68,43.8,24.5,19.3,74.7
295,Pays de la Loire,Bovins lait,> 7000 l/VL,207.5,0.4,166.6,102,135.0,0.0,30.1,37.9
296,Pays de la Loire,Caprins,"MB saison, pâturage",16.4,1.9,40.5,1,16.4,3.2,13.2,0.0
297,Pays de la Loire,Ovins viande,Agnelage principal en hiver,85.7,0.0,68.0,0,39.5,22.5,17.0,0.0
298,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,236.7,0.0,130.7,1,24.6,0.0,0.1,97.8
299,Pays de la Loire,Caprins,"2 périodes de mises bas, foin de luzerne",23.1,0.2,13.4,0,23.1,10.5,12.5,0.0
300,Pays de la Loire,Ovins viande,600 brebis IDF - 3 périodes d'agnelage,40.3,0.0,90.6,0,40.3,8.3,17.8,0.0
301,Pays de la Loire,Bovins lait,AOP Cantal et Bleu d'Auvergne,190.5,0.0,110.8,33,119.1,0.0,0.0,71.4
302,Bretagne,Bovins lait,AOP - Zone volcanique d'altitude,150.1,0.0,146.4,96,119.7,81.7,2.7,30.5
303,Normandie,Bovins lait,"Roto, 45% Maïs/SFP, 140 VL",166.5,0.0,161.8,76,63.3,63.3,0.0,42.5
304,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",147.2,0.0,68.8,0,87.5,11.5,75.9,11.8
305,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutards repoussés",148.3,0.0,104.7,0,51.3,42.9,8.4,11.2
306,Normandie,Bovins lait,"3 agn.s en 2 ans Bergerie lourds, lég.",114.4,0.0,109.6,41,80.4,14.3,42.0,0.0
307,Pays de la Loire,Caprins,"MB saison, pâturage et foin",23.3,0.0,87.8,0,2.5,0.0,2.5,20.7
308,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",96.7,0.0,89.6,0,72.9,11.1,61.7,19.2
309,Bretagne,Caprins,19% du lait transformé en fromages ,147.6,1.9,61.5,0,9.0,4.3,4.7,0.0
310,Pays de la Loire,Ovins viande,2 périodes de mise bas,86.5,0.3,47.8,0,62.4,36.0,26.5,24.1
311,Pays de la Loire,Bovins lait,"génisses viande, 100% pâture VL 4 mois",147.1,0.6,84.1,121,140.2,85.7,22.1,0.0
312,Pays de la Loire,Bovins lait," 80 % de la SAU en SFP, maïs-herbe",139.7,0.6,147.9,72,119.4,53.6,17.9,0.0
313,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",101.5,0.2,58.7,0,79.9,10.8,69.1,21.7
314,Pays de la Loire,Bovins lait,Herbe et céréales intraconsommées,70.7,0.3,109.5,97,70.7,31.9,20.7,0.0
315,Pays de la Loire,Bovins lait,"70% cultures de vente, sol superficiel ",120.6,0.0,176.7,22,60.2,37.2,23.1,60.3
316,Normandie,Ovins viande,Deux périodes d'agn. Bergerie dominants,81.9,0.0,103.3,1,32.7,10.7,22.0,49.2
317,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,146.0,0.0,123.1,1,11.1,0.1,0.3,134.9
318,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,159.3,2.1,147.3,0,5.5,1.5,0.6,153.8
319,Pays de la Loire,Ovins viande,Bergerie dominants - auto renouvellement,76.1,0.0,36.7,0,33.9,33.1,0.8,42.2
320,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",299.3,0.0,120.0,0,10.6,0.0,0.7,124.5
321,Bretagne,Autre,Engraisseur avec diversification canne,11.6,0.0,18.4,0,3.2,0.8,2.3,1.4
322,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,0.0,0.0,145.3,0,0.0,0.0,0.0,0.0
323,Normandie,Autre,Engraisseur avec diversification canne,12.9,0.5,17.3,0,2.6,0.8,1.8,0.5
324,Bretagne,Bovins lait,Une partie des concentrés achetée,137.3,0.0,183.1,80,28.4,12.1,16.3,104.6
325,Pays de la Loire,Autre,Engraisseur avec diversification canne,8.4,0.7,19.5,0,2.3,0.0,2.3,0.0
326,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.0,0.9,20.8,0,3.4,0.0,2.6,0.5
327,Bretagne,Bovins lait,"génisses viande, 100% pâture VL 4 mois",227.0,0.0,85.1,68,134.7,0.0,24.2,0.0
328,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",219.8,0.5,102.0,0,15.6,0.0,0.5,204.2
329,Normandie,Autre,Engraisseur avec diversification canne,8.4,1.7,18.4,0,2.7,0.9,1.8,0.0
330,Bretagne,Ovins viande,3 agn./2 ans non systématique Bergerie ,75.8,1.4,38.8,1,35.4,21.8,13.5,0.0
331,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",105.0,0.2,135.9,0,13.8,0.6,0.8,91.3
332,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",44.6,0.0,79.2,0,25.6,4.1,21.5,19.0
333,Normandie,Ovins lait,"Début de traite au 20/02, foin",90.2,1.4,83.8,1,57.7,5.1,52.6,5.4
334,Bretagne,Autre,Engraisseur avec diversification canne,14.4,0.0,17.5,0,3.0,0.0,2.2,0.0
335,Bretagne,Bovins lait,0% pâture VL,35.3,0.0,64.6,70,32.3,26.5,5.8,3.0
336,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",55.5,2.2,53.1,0,47.3,14.2,33.1,8.2
337,Bretagne,Bovins lait,"35% maïs/SFP, grande dimension",229.8,0.0,152.6,98,95.4,41.7,53.6,77.1
338,Pays de la Loire,Caprins,"MB saison, pâturage",40.4,0.0,39.5,0,15.1,2.3,12.8,3.4
339,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",41.1,0.0,58.3,1,33.2,2.9,30.2,8.0
340,Bretagne,Autre,Engraisseur avec diversification canne,7.3,1.3,15.8,1,2.1,0.0,2.1,0.6
341,Pays de la Loire,Ovins viande,300 brebis - Agneaux fini en bergerie,0.0,0.0,86.3,0,0.0,0.0,0.0,0.0
342,Bretagne,Autre,Engraisseur avec diversification canne,10.9,0.6,19.0,0,4.4,0.6,3.3,0.0
343,Pays de la Loire,Caprins,Pastoral assurant par le distribué,106.3,1.6,64.8,0,0.5,0.0,0.5,0.0
344,Normandie,Autre,Engraisseur avec diversification canne,9.5,0.0,21.9,0,3.3,0.4,2.8,0.0
345,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",99.0,2.2,117.2,0,80.4,15.7,64.7,18.6
346,Bretagne,Grandes cultures,"Race charolaise, 200 places",203.7,0.0,138.7,0,0.0,0.0,0.0,190.3
347,Normandie,Ovins viande,Un agn. en automne Bergerie et herbe,66.8,0.8,89.3,0,46.6,0.0,0.0,20.2
348,Pays de la Loire,Bovins lait,Une partie des concentrés achetée,171.2,0.4,99.3,85,108.3,41.6,54.2,0.0
349,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",67.8,0.0,84.4,0,38.7,4.4,34.3,26.5
350,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutards repoussés",224.3,1.9,121.8,1,68.7,31.6,37.1,0.0
351,Normandie,Ovins viande,Alimentation sèche ,74.1,0.0,51.5,0,36.1,20.5,15.5,38.0
352,Normandie,Autre,Engraisseur avec diversification canne,9.7,0.0,10.8,0,2.4,0.1,2.3,1.3
353,Bretagne,Bovins viande,"Salers croisés, Broutards alourdis",50.0,1.3,95.0,0,27.9,27.9,0.0,22.2
354,Bretagne,Bovins viande,"MB saison, pâturage, enrubannage et foin",58.8,0.4,69.8,1,58.8,54.7,4.1,0.0
355,Normandie,Bovins viande,Jeunes Bovins et Génisses type Lyon,165.8,0.0,191.3,2,46.5,45.5,1.0,15.0
356,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutards, Rosées des Pyr.",115.8,0.0,154.0,1,40.4,35.7,4.7,75.3
357,Normandie,Autre,Engraisseur avec diversification canne,12.2,0.0,15.7,2,2.6,0.4,1.5,0.0
358,Bretagne,Autre,Engraisseur avec diversification canne,10.3,1.0,12.4,0,2.5,0.0,2.1,0.0
359,Pays de la Loire,Caprins,"MB saison, pâturage et affouragement",50.9,1.1,54.8,0,0.0,0.0,0.0,17.4
360,Bretagne,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,52.7,0.0,59.5,0,52.7,17.9,9.9,0.0
361,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux maigres dominants,139.5,0.0,54.0,0,19.6,19.6,0.0,0.0
362,Normandie,Ovins lait,"Début de traite au 20/02, foin",97.5,3.1,95.9,0,29.3,15.5,0.0,24.8
363,Normandie,Caprins,Mises bas désaisonnées,103.9,1.1,39.5,0,0.0,0.0,0.0,16.9
364,Bretagne,Ovins viande,Un agn. en automne Bergerie dominants,80.4,1.5,53.9,0,35.3,4.5,0.6,45.1
365,Normandie,Caprins,65% du lait transformé en fromages ,54.1,0.0,5.7,0,26.6,17.4,3.7,27.5
366,Bretagne,Bovins lait,"3 agn.s en 2 ans Bergerie lourds, lég.",244.4,0.0,107.6,2,30.8,9.3,21.4,103.4
367,Normandie,Bovins viande,Naisseur Engraisseur,166.7,0.5,187.9,0,107.4,99.5,7.9,59.3
368,Normandie,Autre,Engraisseur avec diversification canne,7.7,0.0,19.9,1,4.0,0.5,2.7,0.1
369,Normandie,Bovins viande,"MB saison, 25% LL, ensilage de maïs",61.4,0.0,161.1,0,59.7,48.7,11.0,1.7
370,Pays de la Loire,Caprins,Réussir sa commercialisation,9.1,0.0,27.3,0,5.7,0.0,5.7,3.4
371,Normandie,Ovins lait,"Début de traite au 01/12, enrubannage",85.9,0.0,91.4,0,82.8,10.5,51.4,3.1
372,Normandie,Autre,Engraisseur avec diversification canne,10.7,0.9,24.0,0,3.5,0.0,2.9,0.0
373,Normandie,Ovins viande,Deux périodes d'agn. Reproducteurs,63.1,0.4,47.9,0,1.0,0.6,0.4,48.8
374,Bretagne,Autre,Engraisseur avec diversification canne,5.7,0.5,16.8,0,2.9,0.2,2.2,0.2
375,Bretagne,Caprins,"Désaisonnement, 30% LL, foin de luzerne",42.9,0.0,36.1,0,29.7,0.0,3.7,0.0
376,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.6,0.0,22.1,2,3.1,0.0,3.1,0.6
377,Normandie,Autre,Engraisseur avec diversification canne,14.6,0.2,21.8,0,3.2,0.2,2.9,0.0
378,Bretagne,Autre,Engraisseur avec diversification canne,10.6,0.8,19.1,1,2.1,0.5,1.6,0.0
379,Normandie,Autre,Engraisseur avec diversification canne,13.0,0.0,22.6,0,3.1,0.4,2.7,1.5
380,Pays de la Loire,Ovins lait,"Début de traite au 01/12, enrubannage",94.4,0.0,91.2,1,74.2,13.1,61.1,20.3
381,Pays de la Loire,Bovins viande,"Vêl. hiver, Jeunes bovins 16-18 mois",167.3,0.0,161.9,0,106.0,85.2,19.3,4.8
382,Bretagne,Bovins lait,"7750 litres/VL, 20-30% de maïs/SFP",86.2,0.2,97.9,61,86.2,67.6,18.5,0.0
383,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",167.6,1.0,83.2,0,69.0,6.0,15.8,11.6
384,Bretagne,Bovins lait,Herbager foin ventilé,246.6,0.9,164.8,67,99.8,43.2,56.5,0.0
385,Bretagne,Bovins viande,"Vêl. hiver, Jeunes bovins finis (maïs)",17.9,0.9,124.6,0,17.9,14.6,3.4,0.0
386,Normandie,Caprins,Une gamme lactique en circuits courts,76.4,0.0,37.6,0,37.0,9.5,0.0,31.5
387,Normandie,Autre,Engraisseur avec diversification canne,8.7,0.0,16.2,0,2.7,0.5,2.2,1.0
388,Bretagne,Bovins viande,"Vêl. automne, Jeunes bovins lourds ",187.4,0.0,127.7,0,100.6,69.9,19.2,0.0
389,Bretagne,Caprins,Une gamme lactique en circuits courts,27.2,1.8,47.4,1,9.4,4.3,5.1,17.8
390,Pays de la Loire,Bovins lait,25 % maïs/SFP (irrigation),151.3,0.0,279.4,38,115.8,19.2,11.4,35.4
391,Pays de la Loire,Bovins lait,"35% maïs/SFP, 97 VL",79.8,0.0,61.6,76,79.8,64.5,15.3,0.0
392,Normandie,Caprins,"MB saison, affouragement en vert",51.3,0.0,33.5,0,21.9,21.9,0.0,29.4
393,Bretagne,Grandes cultures,"Race charolaise, 200 places",181.1,0.5,113.0,1,25.5,0.0,0.2,155.6
394,Normandie,Caprins,Mises bas désaisonnées,17.8,0.6,67.0,0,15.8,10.4,5.5,0.0
395,Pays de la Loire,Autre,Engraisseur avec diversification canne,8.1,0.3,15.2,0,2.5,0.3,2.2,0.1
396,Bretagne,Ovins viande,Un agn. en automne Bergerie et herbe,142.5,0.3,58.9,0,57.3,38.6,1.2,85.2
397,Pays de la Loire,Ovins viande,200 brebis - Petits Fruits,49.5,0.5,75.6,0,21.7,0.8,20.9,27.9
398,Bretagne,Bovins lait,0% pâture VL,88.7,0.3,154.3,103,37.4,27.7,9.7,0.0
399,Pays de la Loire,Ovins viande,2 périodes de mise bas ,51.7,0.5,110.8,0,26.6,13.0,13.6,25.0
400,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,264.7,0.0,112.6,0,16.5,0.1,1.8,200.3
401,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",102.6,0.5,111.6,0,73.7,18.5,55.3,0.0
402,Pays de la Loire,Caprins,Mises bas désaisonnées,38.9,0.6,11.9,0,12.4,0.0,8.0,26.4
403,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,230.8,0.0,111.6,0,1.5,0.0,0.9,66.6
404,Bretagne,Bovins viande,Charolaise - Boeufs et femelles finies,63.8,0.0,125.4,0,27.4,27.4,0.0,13.0
405,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",126.4,0.0,65.9,0,32.4,3.5,28.9,34.7
406,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",102.8,0.3,73.7,2,69.2,21.2,46.3,33.6
407,Normandie,Grandes cultures,"Race charolaise, 200 places",216.6,0.6,115.9,0,24.6,0.6,0.5,78.2
408,Bretagne,Autre,Engraisseur avec diversification canne,7.9,1.3,19.7,0,2.5,0.1,2.4,2.7
409,Pays de la Loire,Bovins viande,"Vêl. automne-hiver, jeunes bovins finis",0.0,0.0,156.0,0,0.0,0.0,0.0,0.0
410,Pays de la Loire,Caprins,19% du lait transformé en fromages ,12.0,1.0,0.0,0,0.0,0.0,0.0,8.3
411,Bretagne,Autre,Engraisseur avec diversification canne,11.0,0.5,18.6,0,3.8,0.0,3.7,0.0
412,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,161.3,1.2,152.6,0,16.7,1.0,0.0,144.6
413,Bretagne,Autre,Engraisseur avec diversification canne,9.1,0.6,13.6,0,2.7,0.0,2.7,0.0
414,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",150.6,0.0,122.8,0,6.1,1.5,0.0,70.0
415,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,100.5,0.0,124.4,0,6.0,1.0,0.9,94.5
416,Bretagne,Caprins,"Désaisonnement, 30% LL, foin de luzerne",39.1,0.7,15.2,0,0.0,0.0,0.0,39.1
417,Normandie,Autre,Engraisseur avec diversification canne,9.6,1.5,15.6,0,2.7,0.2,2.5,0.0
418,Pays de la Loire,Bovins lait,Herbe et céréales intraconsommées,160.5,0.6,132.3,28,85.1,85.1,0.0,75.3
419,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",81.3,0.0,96.0,0,47.4,4.9,42.6,4.0
420,Normandie,Autre,Engraisseur avec diversification canne,12.2,0.0,18.7,0,2.8,0.3,2.5,0.0
421,Pays de la Loire,Caprins,"Désaisonnement, enrubannage",110.0,1.8,75.7,0,20.1,11.0,9.1,11.2
422,Normandie,Caprins,19% du lait transformé en fromages ,61.0,0.0,46.1,0,38.9,7.8,31.2,0.0
423,Pays de la Loire,Ovins viande,Agnelage x2 - bergerie lourds + tardons,222.0,0.4,32.9,0,7.0,3.8,3.2,0.0
424,Pays de la Loire,Bovins viande,"Vêl. étalés, Veaux lourds 7-9 mois",139.5,1.7,123.1,1,89.1,38.5,50.6,50.3
425,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.7,0.1,21.0,0,2.6,0.1,2.4,0.0
426,Pays de la Loire,Bovins viande,"Vêl. étalés, Veaux de lait sous la mère",4.2,0.0,151.1,0,4.2,1.1,3.1,0.0
427,Normandie,Bovins viande,"Vêl. étalés, Veaux lourds 7-9 mois",289.5,1.0,124.7,0,147.5,102.0,24.0,24.7
428,Pays de la Loire,Bovins lait,"< 10% maïs/SFP, vaches allaitantes",249.5,1.2,93.9,101,103.7,69.6,34.1,0.0
429,Bretagne,Ovins viande,3 mises bas en 2 ans non systématique,100.4,0.0,82.9,1,34.9,34.9,0.0,65.5
430,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,149.8,0.2,103.0,1,19.4,0.0,0.6,130.4
431,Normandie,Autre,Engraisseur avec diversification canne,8.9,0.4,15.1,1,2.5,0.5,1.7,0.0
432,Pays de la Loire,Caprins,Un systéme simple mais technique ,39.6,0.4,6.9,0,21.4,0.0,0.0,18.1
433,Bretagne,Caprins,"MB saison, pâturage et affouragement",35.7,0.6,2.3,0,35.7,18.0,17.7,0.0
434,Bretagne,Grandes cultures,"Race charolaise, 200 places",224.1,1.7,140.7,0,0.0,0.0,0.0,120.1
435,Normandie,Bovins viande,"Vêl. hiver-printemps, Broutards lourds",235.3,0.0,135.4,0,82.8,19.1,45.1,0.0
436,Bretagne,Autre,Engraisseur avec diversification canne,9.8,0.6,16.3,0,4.1,0.0,3.2,0.0
437,Pays de la Loire,Bovins lait," 25% maïs/SFP, vaches allaitantes et JB",74.8,0.4,127.7,55,74.8,0.0,3.4,0.0
438,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",186.2,1.1,122.7,0,30.1,0.0,0.0,131.0
439,Bretagne,Caprins,"MB saison, pâturage",113.2,0.2,26.5,0,31.9,11.9,20.0,18.1
440,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",54.4,0.2,83.0,0,40.5,6.1,34.4,6.1
441,Normandie,Bovins viande,"Race blonde d'Aquitaine, vêlages d'hiver",93.9,0.0,149.6,0,73.1,38.5,34.6,20.9
442,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",154.5,0.0,95.8,0,41.6,8.2,33.5,19.2
443,Normandie,Bovins viande,Naisseur Engraisseur,115.1,0.6,98.5,0,6.1,0.0,6.1,1.2
444,Normandie,Grandes cultures,"Race charolaise, 200 places",206.1,0.0,117.3,0,1.4,0.6,0.2,204.7
445,Bretagne,Bovins viande,"Vêl.aut., broutards lourds, gén. finies",78.5,0.0,152.9,1,45.0,34.2,10.8,3.6
446,Bretagne,Bovins viande,"Structure moyenne spécialisée, montagne",75.7,0.0,188.1,2,67.6,0.0,21.0,8.2
447,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.9,0.4,14.6,0,3.3,1.0,2.4,1.3
448,Bretagne,Bovins lait,Herbager foin ventilé,97.1,0.0,0.0,54,79.7,29.0,50.7,17.4
449,Pays de la Loire,Ovins viande,Bergerie dominants - auto renouvellement,120.3,0.0,65.2,0,55.8,12.5,28.1,39.7
450,Normandie,Ovins viande,3 mises bas en 2 ans,25.6,1.4,63.1,0,18.6,0.0,0.0,7.0
